"Pokedex Number","Pokemon Name","Classification","Legendary Type","Height","Weight","Primary Type","Secondary Type","Primary Ability","Primary Ability Description","Secondary Ability","Secondary Ability Description","Hidden Ability","Hidden Ability Description","Male Ratio","Female Ratio","Games of Origin","Health EV","Attack EV","Defense EV","Special Attack EV","Special Defense EV","Speed EV","Catch Rate","Experience Growth Name","Experience Growth Total","Experience Yield","Base Happiness","Health Base Stat","Attack Base Stat","Defense Base Stat","Special Attack Base Stat","Special Defense Base Stat","Speed Base Stat","Primary Egg Group","Secondary Egg Group","Cycle Count","Pre-Evolution Pokedex Number","Evolution Method","Evolution Details","Original Pokemon","Form Name"
"444","Gabite","Cave Pokemon","","1.40","56.00","Dragon","Ground","Sand Veil","Boosts the Pokemon's evasion in a sandstorm.","","","Rough Skin","This Pokemon inflicts damage with its rough skin to the attacker on contact.","50","50","Diamond / Pearl","0","2","0","0","0","0","45","Slow","1250000","144","70","68","90","65","50","55","82","Monster","Dragon","40","443","Level Up","Level 24","",""
"445","Garchomp","Mach Pokemon","","1.90","95.00","Dragon","Ground","Sand Veil","Boosts the Pokemon's evasion in a sandstorm.","","","Rough Skin","This Pokemon inflicts damage with its rough skin to the attacker on contact.","50","50","Diamond / Pearl","0","3","0","0","0","0","45","Slow","1250000","270","70","108","130","95","80","85","102","Monster","Dragon","40","444","Level Up","Level 48","",""
"27","Sandshrew","Mouse Pokemon","",".60","12.00","Ground","","Sand Veil","Boosts the Pokemon's evasion in a sandstorm.","","","Sand Rush","Boosts the Pokemon's Speed stat in a sandstorm.","50","50","Red / Blue / Yellow","0","0","1","0","0","0","255","Medium Fast","1000000","60","70","50","75","85","20","30","40","Field","","20","","","","",""
"28","Sandslash","Mouse Pokemon","","1.00","29.50","Ground","","Sand Veil","Boosts the Pokemon's evasion in a sandstorm.","","","Sand Rush","Boosts the Pokemon's Speed stat in a sandstorm.","50","50","Red / Blue / Yellow","0","0","2","0","0","0","90","Medium Fast","1000000","158","70","75","100","110","45","55","65","Field","","20","27","Level Up","Level 22","",""
"50","Diglett","Mole Pokemon","",".20",".80","Ground","","Sand Veil","Boosts the Pokemon's evasion in a sandstorm.","Arena Trap","Prevents opposing Pokemon from fleeing.","Sand Force","Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.","50","50","Red / Blue / Yellow","0","0","0","0","0","1","255","Medium Fast","1000000","53","70","10","55","25","35","45","95","Field","","20","","","","",""
"51","Dugtrio","Mole Pokemon","",".70","33.30","Ground","","Sand Veil","Boosts the Pokemon's evasion in a sandstorm.","Arena Trap","Prevents opposing Pokemon from fleeing.","Sand Force","Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.","50","50","Red / Blue / Yellow","0","0","0","0","0","2","50","Medium Fast","1000000","149","70","35","100","50","50","70","120","Field","","20","50","Level Up","Level 26","",""
"50-1","Diglett","Mole Pokemon","",".20","1.00","Ground","Steel","Sand Veil","Boosts the Pokemon's evasion in a sandstorm.","Tangling Hair","Contact with the Pokemon lowers the attacker's Speed stat.","Sand Force","Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.","50","50","Sun / Moon","0","0","0","0","0","1","255","Medium Fast","1000000","53","70","10","55","30","35","45","90","Field","","20","","","","50","Alolan"
"51-1","Dugtrio","Mole Pokemon","",".70","66.60","Ground","Steel","Sand Veil","Boosts the Pokemon's evasion in a sandstorm.","Tangling Hair","Contact with the Pokemon lowers the attacker's Speed stat.","Sand Force","Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.","50","50","Sun / Moon","0","2","0","0","0","0","50","Medium Fast","1000000","149","70","35","100","60","50","70","110","Field","","20","50-1","Level Up","Level 26 In Alola","51","Alolan"
"248-1","Tyranitar","Armor Pokemon","","2.50","255.00","Rock","Dark","Sand Stream","The Pokemon summons a sandstorm when it enters a battle.","","","","","50","50","X / Y","0","3","0","0","0","0","45","Slow","1250000","315","35","100","164","150","95","120","71","Monster","","40","","","","248","Mega Evolution"
"248","Tyranitar","Armor Pokemon","","2.00","202.00","Rock","Dark","Sand Stream","The Pokemon summons a sandstorm when it enters a battle.","","","Unnerve","Unnerves opposing Pokemon and makes them unable to eat Berries.","50","50","Gold / Silver / Crystal","0","3","0","0","0","0","45","Slow","1250000","270","35","100","134","110","95","100","61","Monster","","40","247","Level Up","Level 55","",""
"449","Hippopotas","Hippo Pokemon","",".80","49.50","Ground","","Sand Stream","The Pokemon summons a sandstorm when it enters a battle.","","","Sand Force","Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.","50","50","Diamond / Pearl","0","0","1","0","0","0","140","Slow","1250000","66","70","69","72","78","38","42","32","Field","","30","","","","",""
"450","Hippowdon","Heavyweight Pokemon","","2.00","300.00","Ground","","Sand Stream","The Pokemon summons a sandstorm when it enters a battle.","","","Sand Force","Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.","50","50","Diamond / Pearl","0","0","2","0","0","0","60","Slow","1250000","184","70","108","112","118","68","72","47","Field","","30","449","Level Up","Level 34","",""
"371","Bagon","Rock Head Pokemon","",".60","42.10","Dragon","","Rock Head","Protects the Pokemon from recoil damage.","","","Sheer Force","Removes additional effects to increase the power of moves when attacking.","50","50","Ruby / Sapphire","0","1","0","0","0","0","45","Slow","1250000","60","35","45","75","60","40","30","50","Dragon","","40","","","","",""
"372","Shelgon","Endurance Pokemon","","1.10","110.50","Dragon","","Rock Head","Protects the Pokemon from recoil damage.","","","Overcoat","Protects the Pokemon from things like sand, hail, and powder.","50","50","Ruby / Sapphire","0","0","2","0","0","0","45","Slow","1250000","147","35","65","95","100","60","50","50","Dragon","","40","371","Level Up","Level 30","",""
"104","Cubone","Lonely Pokemon","",".40","6.50","Ground","","Rock Head","Protects the Pokemon from recoil damage.","Lightning Rod","The Pokemon draws in all Electric-type moves.  Instead of being hit by Electric-type moves, it boosts its Sp. Atk.","Battle Armor","Hard armor protects the Pokemon from critical hits.","50","50","Red / Blue / Yellow","0","0","1","0","0","0","190","Medium Fast","1000000","64","70","50","50","95","40","50","35","Monster","","20","","","","",""
"105","Marowak","Bone Keeper Pokemon","","1.00","45.00","Ground","","Rock Head","Protects the Pokemon from recoil damage.","Lightning Rod","The Pokemon draws in all Electric-type moves.  Instead of being hit by Electric-type moves, it boosts its Sp. Atk.","Battle Armor","Hard armor protects the Pokemon from critical hits.","50","50","Red / Blue / Yellow","0","0","2","0","0","0","75","Medium Fast","1000000","149","70","60","80","110","50","80","45","Monster","","20","104","Level Up","Level 28","",""
"142","Aerodactyl","Fossil Pokemon","","1.80","59.00","Rock","Flying","Rock Head","Protects the Pokemon from recoil damage.","Pressure","By putting pressure on the opposing Pokemon, it raises their PP usage.","Unnerve","Unnerves opposing Pokemon and makes them unable to eat Berries.","87.5","12.5","Red / Blue / Yellow","0","0","0","0","0","2","45","Slow","1250000","180","70","80","105","65","60","75","130","Flying","","35","","","","",""
"208","Steelix","Iron Snake Pokemon","","9.20","400.00","Steel","Ground","Rock Head","Protects the Pokemon from recoil damage.","Sturdy","It cannot be knocked out with one hit.  One-hit KO moves cannot knock it out, either.","Sheer Force","Removes additional effects to increase the power of moves when attacking.","50","50","Gold / Silver / Crystal","0","0","2","0","0","0","25","Medium Fast","1000000","179","70","75","85","200","55","65","30","Mineral","","25","95","Trade","Metal Coat","",""
"74","Geodude","Rock Pokemon","",".40","20.00","Rock","Ground","Rock Head","Protects the Pokemon from recoil damage.","Sturdy","It cannot be knocked out with one hit.  One-hit KO moves cannot knock it out, either.","Sand Veil","Boosts the Pokemon's evasion in a sandstorm.","50","50","Red / Blue / Yellow","0","0","1","0","0","0","255","Medium Slow","1059860","60","70","40","80","100","30","30","20","Mineral","","15","","","","",""
"75","Graveler","Rock Pokemon","","1.00","105.00","Rock","Ground","Rock Head","Protects the Pokemon from recoil damage.","Sturdy","It cannot be knocked out with one hit.  One-hit KO moves cannot knock it out, either.","Sand Veil","Boosts the Pokemon's evasion in a sandstorm.","50","50","Red / Blue / Yellow","0","0","2","0","0","0","120","Medium Slow","1059860","137","70","55","95","115","45","45","35","Mineral","","15","74","Level Up","Level 25","",""
"76","Golem","Megaton Pokemon","","1.40","300.00","Rock","Ground","Rock Head","Protects the Pokemon from recoil damage.","Sturdy","It cannot be knocked out with one hit.  One-hit KO moves cannot knock it out, either.","Sand Veil","Boosts the Pokemon's evasion in a sandstorm.","50","50","Red / Blue / Yellow","0","0","3","0","0","0","45","Medium Slow","1059860","223","70","80","120","130","55","65","45","Mineral","","15","75","Trade","","",""
"95","Onix","Rock Snake Pokemon","","8.80","210.00","Rock","Ground","Rock Head","Protects the Pokemon from recoil damage.","Sturdy","It cannot be knocked out with one hit.  One-hit KO moves cannot knock it out, either.","Weak Armor","Physical attacks to the Pokemon lower its Defense stat but sharply raise its Speed stat.","50","50","Red / Blue / Yellow","0","0","1","0","0","0","45","Medium Fast","1000000","77","70","35","45","190","30","45","70","Mineral","","25","","","","",""
"550-1","Basculin","Hostile Pokemon","","1.00","18.00","Water","","Rock Head","Protects the Pokemon from recoil damage.","Adaptability","Powers up moves of the same type as the Pokemon.","Mold Breaker","Moves can be used on the target regardless of its Abilities.","50","50","Black / White","0","0","0","0","0","2","25","Medium Fast","1000000","161","70","70","92","65","80","55","98","Water 2","","40","","","","550","Blue-Striped Form"
"577","Solosis","Cell Pokemon","",".30","1.00","Psychic","","Overcoat","Protects the Pokemon from things like sand, hail, and powder.","Magic Guard","The Pokemon only takes damage from attacks.","Regenerator","Restores a little HP when withdrawn from battle.","50","50","Black / White","0","0","0","1","0","0","200","Medium Slow","1059860","58","70","45","30","40","105","50","20","Amorphous","","20","","","","",""
"578","Duosion","Mitosis Pokemon","",".60","8.00","Psychic","","Overcoat","Protects the Pokemon from things like sand, hail, and powder.","Magic Guard","The Pokemon only takes damage from attacks.","Regenerator","Restores a little HP when withdrawn from battle.","50","50","Black / White","0","0","0","2","0","0","100","Medium Slow","1059860","130","70","65","40","50","125","60","30","Amorphous","","20","577","Level Up","Level 32","",""
"579","Reuniclus","Multiplying Pokemon","","1.00","20.10","Psychic","","Overcoat","Protects the Pokemon from things like sand, hail, and powder.","Magic Guard","The Pokemon only takes damage from attacks.","Regenerator","Restores a little HP when withdrawn from battle.","50","50","Black / White","0","0","0","3","0","0","50","Medium Slow","1059860","221","70","110","65","75","125","85","30","Amorphous","","20","578","Level Up","Level 41","",""
"127-1","Pinsir","Stag Beetle Pokemon","","1.70","59.00","Bug","Flying","Aerilate","Normal-type moves become Flying-type moves. The power of those moves is boosted a little.","","","","","50","50","X / Y","0","2","0","0","0","0","45","Slow","1250000","210","70","65","155","120","65","90","105","Bug","","25","","","","127","Mega Evolution"
"373-1","Salamence","Dragon Pokemon","","1.80","112.60","Dragon","Flying","Aerilate","Normal-type moves become Flying-type moves. The power of those moves is boosted a little.","","","","","50","50","Omega Ruby / Alpha Sapphire","0","3","0","0","0","0","45","Slow","1250000","315","35","95","145","130","120","90","120","Dragon","","40","","","","373","Mega Evolution"
"318","Carvanha","Savage Pokemon","",".80","20.80","Water","Dark","Rough Skin","This Pokemon inflicts damage with its rough skin to the attacker on contact.","","","Speed Boost","Its Speed stat is boosted every turn","50","50","Ruby / Sapphire","0","1","0","0","0","0","225","Slow","1250000","61","35","45","90","20","65","20","65","Water 2","","20","","","","",""
"319","Sharpedo","Brutal Pokemon","","1.80","88.80","Water","Dark","Rough Skin","This Pokemon inflicts damage with its rough skin to the attacker on contact.","","","Speed Boost","Its Speed stat is boosted every turn","50","50","Ruby / Sapphire","0","2","0","0","0","0","60","Slow","1250000","161","35","70","120","40","95","40","95","Water 2","","20","318","Level Up","Level 30","",""
"621","Druddigon","Cave Pokemon","","1.60","139.00","Dragon","","Rough Skin","This Pokemon inflicts damage with its rough skin to the attacker on contact.","Sheer Force","Removes additional effects to increase the power of moves when attacking.","Mold Breaker","Moves can be used on the target regardless of its Abilities.","50","50","Black / White","0","2","0","0","0","0","45","Medium Fast","1000000","170","70","77","120","90","60","90","48","Dragon","Monster","30","","","","",""
"633","Deino","Irate Pokemon","",".80","17.30","Dark","Dragon","Hustle","Boosts the Attack stat, but lowers accuracy.","","","","","50","50","Black / White","0","1","0","0","0","0","45","Slow","1250000","60","35","52","65","50","45","50","38","Dragon","","40","","","","",""
"634","Zweilous","Hostile Pokemon","","1.40","50.00","Dark","Dragon","Hustle","Boosts the Attack stat, but lowers accuracy.","","","","","50","50","Black / White","0","2","0","0","0","0","45","Slow","1250000","147","35","72","85","70","65","70","58","Dragon","","40","633","Level Up","Level 50","",""
"554","Darumaka","Zen Charm Pokemon","",".60","37.50","Fire","","Hustle","Boosts the Attack stat, but lowers accuracy.","","","Inner Focus","The Pokemon's intensely focused, and that protects the Pokemon from flinching.","50","50","Black / White","0","1","0","0","0","0","120","Medium Slow","1059860","63","70","70","90","45","15","45","50","Field","","20","","","","",""
"222","Corsola","Coral Pokemon","",".60","5.00","Water","Rock","Hustle","Boosts the Attack stat, but lowers accuracy.","Natural Cure","All status conditions heal when the Pokemon switches out.","Regenerator","Restores a little HP when withdrawn from battle.","25","75","Gold / Silver / Crystal","0","0","1","0","1","0","60","Fast","800000","144","70","65","55","95","65","95","35","Water 1","Water 3","20","","","","",""
"175","Togepi","Spike Ball Pokemon","",".30","1.50","Fairy","","Hustle","Boosts the Attack stat, but lowers accuracy.","Serene Grace","Boosts the likelihood of additional effects occurring when attacking.","Super Luck","The Pokemon is so lucky that the critical-hit ratios of its moves are boosted.","87.5","12.5","Gold / Silver / Crystal","0","0","0","0","1","0","190","Fast","800000","49","70","35","20","65","40","65","20","Undiscovered","","10","","","","",""
"176","Togetic","Happiness Pokemon","",".60","3.20","Fairy","Flying","Hustle","Boosts the Attack stat, but lowers accuracy.","Serene Grace","Boosts the likelihood of additional effects occurring when attacking.","Super Luck","The Pokemon is so lucky that the critical-hit ratios of its moves are boosted.","87.5","12.5","Gold / Silver / Crystal","0","0","0","0","2","0","75","Fast","800000","142","70","55","40","85","80","105","40","Flying","Fairy","10","175","Level Up With High Friendship","","",""
"468","Togekiss","Jubliee Pokemon","","1.50","38.00","Fairy","Flying","Hustle","Boosts the Attack stat, but lowers accuracy.","Serene Grace","Boosts the likelihood of additional effects occurring when attacking.","Super Luck","The Pokemon is so lucky that the critical-hit ratios of its moves are boosted.","87.5","12.5","Diamond / Pearl","0","0","0","2","1","0","30","Fast","800000","245","70","80","50","95","120","115","80","Flying","Fairy","10","176","Evolutionary Stone","Shiny Stone","",""
"223","Remoraid","Jet Pokemon","",".60","12.00","Water","","Hustle","Boosts the Attack stat, but lowers accuracy.","Sniper","Powers up moves if they become critical hits when attacking.","Moody","Raises one stat sharply and lowers another every turn.","50","50","Gold / Silver / Crystal","0","0","0","1","0","0","190","Medium Fast","1000000","60","70","35","65","35","65","35","65","Water 1","Water 2","20","","","","",""
"672","Skiddo","Mount Pokemon","",".90","31.00","Grass","","Sap Sipper","Boosts the Attack stat if hit by a Grass-type move, instead of taking damage.","","","Grass Pelt","Boosts the Pokemon's Defense stat in Grassy Terrain.","50","50","X / Y","1","0","0","0","0","0","200","Medium Fast","1000000","70","70","66","65","48","62","57","52","Field","","20","","","","",""
"673","Gogoat","Mount Pokemon","","1.70","91.00","Grass","","Sap Sipper","Boosts the Attack stat if hit by a Grass-type move, instead of taking damage.","","","Grass Pelt","Boosts the Pokemon's Defense stat in Grassy Terrain.","50","50","X / Y","2","0","0","0","0","0","45","Medium Fast","1000000","186","70","123","100","62","97","81","68","Field","","20","672","Level Up","Level 32","",""
"704","Goomy","Soft Tissue Pokemon","",".30","2.80","Dragon","","Sap Sipper","Boosts the Attack stat if hit by a Grass-type move, instead of taking damage.","Hydration","Heals status conditions if it's raining.","Gooey","Contact with the Pokemon lowers the attacker's Speed stat.","50","50","X / Y","0","0","0","0","1","0","45","Slow","1250000","60","35","45","50","35","55","75","40","Dragon","","40","","","","",""
"705","Sliggoo","Soft Tissue Pokemon","",".80","17.50","Dragon","","Sap Sipper","Boosts the Attack stat if hit by a Grass-type move, instead of taking damage.","Hydration","Heals status conditions if it's raining.","Gooey","Contact with the Pokemon lowers the attacker's Speed stat.","50","50","X / Y","0","0","0","0","2","0","45","Slow","1250000","158","35","68","75","53","83","113","60","Dragon","","40","704","Level Up","Level 40","",""
"706","Goodra","Dragon Pokemon","","2.00","150.50","Dragon","","Sap Sipper","Boosts the Attack stat if hit by a Grass-type move, instead of taking damage.","Hydration","Heals status conditions if it's raining.","Gooey","Contact with the Pokemon lowers the attacker's Speed stat.","50","50","X / Y","0","0","0","0","3","0","45","Slow","1250000","270","35","90","100","70","110","150","80","Dragon","","40","705","Level Up","Level 50 While Raining","",""
"293","Whismur","Whisper Pokemon","",".60","16.30","Normal","","Soundproof","Soundproofing of the Pokemon itself gives full immunity to all sound-based moves.","","","Rattled","Dark-, Ghost-, and Bug-type moves scare the Pokemon and boost its Speed stat.","50","50","Ruby / Sapphire","1","0","0","0","0","0","190","Medium Slow","1059860","48","70","64","51","23","51","23","28","Monster","Field","20","","","","",""
"294","Loudred","Big Voice Pokemon","","1.00","40.50","Normal","","Soundproof","Soundproofing of the Pokemon itself gives full immunity to all sound-based moves.","","","Scrappy","The Pokemon can hit Ghost-type Pokemon with Normal- and Fighting-type moves.","50","50","Ruby / Sapphire","2","0","0","0","0","0","120","Medium Slow","1059860","126","70","84","71","43","71","43","48","Monster","Field","20","293","Level Up","Level 20","",""
"295","Exploud","Loud Noise Pokemon","","1.50","84.00","Normal","","Soundproof","Soundproofing of the Pokemon itself gives full immunity to all sound-based moves.","","","Scrappy","The Pokemon can hit Ghost-type Pokemon with Normal- and Fighting-type moves.","50","50","Ruby / Sapphire","3","0","0","0","0","0","45","Medium Slow","1059860","221","70","104","91","63","91","73","68","Monster","Field","20","294","Level Up","Level 40","",""
"100","Voltorb","Ball Pokemon","",".50","10.40","Electric","","Soundproof","Soundproofing of the Pokemon itself gives full immunity to all sound-based moves.","Static","The Pokemon is charged with static electricity, so contact with it may cause paralysis.","Aftermath","Damages the attacker if it contacts the Pokemon with a finishing hit.","0","0","Red / Blue / Yellow","0","0","0","0","0","1","190","Medium Fast","1000000","66","70","40","30","50","55","55","100","Mineral","","20","","","","",""
"101","Electrode","Ball Pokemon","","1.20","66.60","Electric","","Soundproof","Soundproofing of the Pokemon itself gives full immunity to all sound-based moves.","Static","The Pokemon is charged with static electricity, so contact with it may cause paralysis.","Aftermath","Damages the attacker if it contacts the Pokemon with a finishing hit.","0","0","Red / Blue / Yellow","0","0","0","0","0","2","60","Medium Fast","1000000","172","70","60","50","70","80","80","150","Mineral","","20","100","Level Up","Level 30","",""
"122","Mr. Mime","Barrier Pokemon","","1.30","54.50","Psychic","Fairy","Soundproof","Soundproofing of the Pokemon itself gives full immunity to all sound-based moves.","Filter","Reduces the power of supereffective attacks taken.","Technician","Powers up the Pokemon's weaker moves.","50","50","Red / Blue / Yellow","0","0","0","0","2","0","45","Medium Fast","1000000","161","70","40","45","65","100","120","90","Human-Like","","25","439","Level Up","Knowing Mimic","",""
"439","Mime Jr.","Mime Pokemon","",".60","13.00","Psychic","Fairy","Soundproof","Soundproofing of the Pokemon itself gives full immunity to all sound-based moves.","Filter","Reduces the power of supereffective attacks taken.","Technician","Powers up the Pokemon's weaker moves.","50","50","Diamond / Pearl","0","0","0","0","1","0","145","Medium Fast","1000000","62","70","20","25","45","70","90","60","Undiscovered","","25","","","","",""
"425","Drifloon","Balloon Pokemon","",".40","1.20","Ghost","Flying","Aftermath","Damages the attacker if it contacts the Pokemon with a finishing hit.","","","Flare Boost","Powers up special attacks when the Pokemon is burned.","50","50","Diamond / Pearl","1","0","0","0","0","0","125","Fluctuating","1640000","70","70","90","50","34","60","44","70","Amorphous","","30","","","","",""
"426","Drifblim","Blimp Pokemon","","1.20","15.00","Ghost","Flying","Aftermath","Damages the attacker if it contacts the Pokemon with a finishing hit.","","","Flare Boost","Powers up special attacks when the Pokemon is burned.","50","50","Diamond / Pearl","2","0","0","0","0","0","60","Fluctuating","1640000","174","70","150","80","44","90","54","80","Amorphous","","30","425","Level Up","Level 28","",""
"737","Charjabug","Battery Pokemon","",".50","10.50","Bug","Electric","Battery","Powers up ally Pokemon's special moves.","","","","","50","50","Sun / Moon","0","0","2","0","0","0","120","Medium Fast","1000000","140","70","57","82","95","55","75","36","Bug","","15","736","Level Up","Level 20","",""
"780","Drampa","Placid Pokemon","","3.00","185.00","Normal","Dragon","Berserk","Boosts the Pokemon's Sp. Atk stat when it takes a hit that causes its HP to become half or less.","Sap Sipper","Boosts the Attack stat if hit by a Grass-type move, instead of taking damage.","Cloud Nine","Eliminates the effects of weather.","50","50","Sun / Moon","0","0","0","2","0","0","70","Medium Fast","1000000","170","70","78","60","85","135","91","36","Monster","Dragon","20","","","","",""
"661","Fletchling","Tiny Robin Pokemon","",".30","1.70","Normal","Flying","Big Pecks","Protects the Pokemon from Defense-lowering effects.","","","Gale Wings","Gives priority to Flying-type moves when the Pokemon's HP is full.","50","50","X / Y","0","0","0","0","0","1","255","Medium Slow","1059860","56","70","45","50","43","40","38","62","Flying","","15","","","","",""
"629","Vullaby","Diapered Pokemon","",".50","9.00","Dark","Flying","Big Pecks","Protects the Pokemon from Defense-lowering effects.","Overcoat","Protects the Pokemon from things like sand, hail, and powder.","Weak Armor","Physical attacks to the Pokemon lower its Defense stat but sharply raise its Speed stat.","0","100","Black / White","0","0","1","0","0","0","190","Slow","1250000","74","35","70","55","75","45","65","60","Flying","","20","","","","",""
"630","Mandibuzz","Bone Vulture Pokemon","","1.20","39.50","Dark","Flying","Big Pecks","Protects the Pokemon from Defense-lowering effects.","Overcoat","Protects the Pokemon from things like sand, hail, and powder.","Weak Armor","Physical attacks to the Pokemon lower its Defense stat but sharply raise its Speed stat.","0","100","Black / White","0","0","0","2","0","0","60","Slow","1250000","179","35","110","65","105","55","95","80","Flying","","20","629","Level Up","Level 54","",""
"519","Pidove","Tiny Pigeon Pokemon","",".30","2.10","Normal","Flying","Big Pecks","Protects the Pokemon from Defense-lowering effects.","Super Luck","The Pokemon is so lucky that the critical-hit ratios of its moves are boosted.","Rivalry","Becomes competitive and deals more damage to Pokemon of the same gender, but deals less to Pokemon of the opposite gender.","50","50","Black / White","0","1","0","0","0","0","255","Medium Slow","1059860","53","70","50","55","50","36","30","43","Flying","","15","","","","",""
"520","Tranquill","Wild Pigeon Pokemon","",".60","15.00","Normal","Flying","Big Pecks","Protects the Pokemon from Defense-lowering effects.","Super Luck","The Pokemon is so lucky that the critical-hit ratios of its moves are boosted.","Rivalry","Becomes competitive and deals more damage to Pokemon of the same gender, but deals less to Pokemon of the opposite gender.","50","50","Black / White","0","2","0","0","0","0","120","Medium Slow","1059860","125","70","62","77","62","50","42","65","Flying","","15","519","Level Up","Level 21","",""
"521","Unfezant","Proud Pokemon","","1.20","29.00","Normal","Flying","Big Pecks","Protects the Pokemon from Defense-lowering effects.","Super Luck","The Pokemon is so lucky that the critical-hit ratios of its moves are boosted.","Rivalry","Becomes competitive and deals more damage to Pokemon of the same gender, but deals less to Pokemon of the opposite gender.","50","50","Black / White","0","3","0","0","0","0","45","Medium Slow","1059860","220","70","80","115","80","65","55","93","Flying","","15","520","Level Up","Level 32","",""
"702","Dedenne","Antenna Pokemon","",".20","2.20","Electric","Fairy","Cheek Pouch","Restores HP as well when the Pokemon eats a Berry.","Pickup","The Pokemon may pick up the item an opposing Pokemon used during a battle. It may pick up items outside of battle, too.","Plus","Boosts the Sp. Atk stat of the Pokemon if an ally with the Plus or Minus Ability is also in battle.","50","50","X / Y","0","0","0","0","0","2","180","Medium Fast","1000000","151","70","67","58","57","81","67","101","Field","Fairy","20","","","","",""
"352","Kecleon","Color Swap Pokemon","","1.00","22.00","Normal","","Color Change","The Pokemon's type becomes the type of the move used on it.","","","Protean","Changes the Pokemon's type to the type of the move it's about to use.","50","50","Ruby / Sapphire","0","0","0","0","1","0","200","Medium Slow","1059860","154","70","60","90","70","60","120","40","Field","","20","","","","",""
"775","Komala","Drowsing Pokemon","",".40","19.90","Normal","","Comatose","It's always drowsing and will never wake up. It can attack without waking up.","","","","","50","50","Sun / Moon","0","2","0","0","0","0","45","Slow","1250000","168","70","95","115","95","75","95","65","Field","","20","","","","",""
"12","Butterfree","Butterfly Pokemon","","1.10","32.00","Bug","Flying","Compound Eyes","The Pokemon's compound eyes boost its accuracy.","","","","","50","50","Red / Blue / Yellow","0","0","0","2","1","0","45","Medium Fast","1000000","178","70","60","45","50","90","80","70","Bug","","15","11","Level Up","Level 10","",""
"290","Nincada","Trainee Pokemon","",".50","5.50","Bug","Ground","Compound Eyes","The Pokemon's compound eyes boost its accuracy.","","","Run Away","Enables a sure getaway from wild Pokemon.","50","50","Ruby / Sapphire","0","0","1","0","0","0","255","Erratic","600000","53","70","31","45","90","30","30","40","Bug","","15","","","","",""
"595","Joltik","Attaching Pokemon","",".10",".60","Bug","Electric","Compound Eyes","The Pokemon's compound eyes boost its accuracy.","Unnerve","Unnerves opposing Pokemon and makes them unable to eat Berries.","Swarm","Powers up Bug-type moves when the Pokemon's HP is low.","50","50","Black / White","0","0","0","0","0","1","190","Medium Fast","1000000","64","70","50","47","50","57","50","65","Bug","","20","","","","",""
"596","Galvantula","EleSpider Pokemon","",".80","14.30","Bug","Electric","Compound Eyes","The Pokemon's compound eyes boost its accuracy.","Unnerve","Unnerves opposing Pokemon and makes them unable to eat Berries.","Swarm","Powers up Bug-type moves when the Pokemon's HP is low.","50","50","Black / White","0","0","0","0","0","2","75","Medium Fast","1000000","165","70","70","77","60","97","60","108","Bug","","20","595","Level Up","Level 36","",""
"48","Venonat","Insect Pokemon","","1.00","30.00","Bug","Poison","Compound Eyes","The Pokemon's compound eyes boost its accuracy.","Tinted Lens","The Pokemon can use "not very effective" moves to deal regular damage.","Run Away","Enables a sure getaway from wild Pokemon.","50","50","Red / Blue / Yellow","0","0","0","0","1","0","190","Medium Fast","1000000","61","70","60","55","50","40","55","45","Bug","","20","","","","",""
"757","Salandit","Toxic Lizard Pokemon","",".60","4.80","Poison","Fire","Corrosion","The Pokemon can poison the target even if it's a Steel or Poison type.","","","Oblivious","The Pokemon is oblivious, and that keeps it from being infatuated or falling for taunts.","87.5","12.5","Sun / Moon","0","0","0","0","0","1","120","Medium Fast","1000000","64","70","48","44","40","71","40","77","Monster","Dragon","20","","","","",""
"758","Salazzle","Toxic Lizard Pokemon","","1.20","22.20","Poison","Fire","Corrosion","The Pokemon can poison the target even if it's a Steel or Poison type.","","","Oblivious","The Pokemon is oblivious, and that keeps it from being infatuated or falling for taunts.","0","100","Sun / Moon","0","0","0","0","0","2","45","Medium Fast","1000000","168","70","68","64","60","111","60","117","Monster","Dragon","20","757","Level Up","Level 33 If Female","",""
"94","Gengar","Shadow Pokemon","","1.50","40.50","Ghost","Poison","Cursed Body","May disable a move used on the Pokemon.","","","","","50","50","Red / Blue / Yellow","0","0","0","3","0","0","45","Medium Slow","1059860","225","70","60","65","60","130","75","110","Amorphous","","20","93","Trade","","",""
"105-1","Marowak","Bone Keeper Pokemon","","1.00","34.00","Fire","Ghost","Cursed Body","May disable a move used on the Pokemon.","Lightning Rod","The Pokemon draws in all Electric-type moves.  Instead of being hit by Electric-type moves, it boosts its Sp. Atk.","Rock Head","Protects the Pokemon from recoil damage.","50","50","Sun / Moon","0","0","2","0","0","0","75","Medium Fast","1000000","149","70","60","80","110","50","80","45","Monster","","20","104","Level Up","Level 28 In Alola","105","Alolan"
"741","Oricorio","Dancing Pokemon","",".60","3.40","Fire","Flying","Dancer","When another Pokemon uses a dance move, it can use a dance move following it regardless of its Speed.","","","","","25","75","Sun / Moon","0","0","0","2","0","0","45","Medium Fast","1000000","167","70","75","70","70","98","70","93","Flying","","20","","","","",""
